Asset No.,SNo.,Capitalization Date,Quantity,BUn,Asset Description,ODep.Start,   Cum.acq.value,      Accum.dep.,    End book val,Life,Class,Asset Class Description,Cost Ctr,Cost Center Desc,Dept,Location,GL Account,GL Account Description,  Start book.val,   Trans.acq.val,         PlndDep,   Pld.unpl.dep., Sep.pln.ord.dep, Sep.cum.ord.dep, Sep.cum.acq.val,   Trns.ord.dep.
2964,0,12/31/2012,1,PC,"WRENCH, SLEDGE HAMMER RING-END, 41 MM (MECH)",12/1/2012,"7,872.00","-7,871.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-68,362.64","68,363.64",0
2965,0,12/31/2012,1,PC,"WRENCH, SLEDGE HAMMER RING-END, 50 MM (MECH)",12/1/2012,"9,510.00","-9,509.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-24,999.00","25,000.00",0
2991,0,2/1/2013,1,PC,"GAUGE, ULTRASONIC DIG THICKNESS, OLYMPUS (MECH)",12/1/2012,"357,142.86","-357,141.86",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-7,608.09","7,609.09",0
3046,0,4/30/2013,1,UN,"DETECTOR, MULTI-GAS, PORTABLE PERSONAL, TETRA 3",4/1/2013,"51,500.00","-51,499.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-169,739.00","169,740.00",0
3062,0,5/31/2013,1,UN,"TOOLS, CUTTING OUTFIT OXY/ACE, ASSEMBLY (MEC)",6/1/2013,"16,016.48","-16,015.48",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-143,959.09","143,960.09",0
3070,0,6/30/2013,1,UN,"TOOLS,CALIPER, VERNIER, MITUTOYO, 300MM (MEC)",7/1/2013,"8,100.00","-8,099.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-59,089.91","59,090.91",0
3071,0,6/30/2013,1,UN,"TOOLS,CALIPER, VERNIER, MITUTOYO, 300MM (MEC)",7/1/2013,"8,100.00","-8,099.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-19,999.00","20,000.00",0
3080,0,7/31/2013,1,UN,"TOOLS, CUTTING OUTFIT OXY/ACE, ASSEMBLY (MEC)",8/1/2013,"14,004.11","-14,003.11",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-20,249.00","20,250.00",0
3101,0,9/30/2013,1,UN,"MEASURING DEVICE-CALIPER, VERNIER, MITUTOYO (MECH)",9/1/2013,"8,100.00","-8,099.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-63,476.27","63,477.27",0
3113,0,10/31/2013,1,SET,"GAUGE BORE, MITUTOYO BRAND (MEC)",10/1/2013,"22,250.00","-22,249.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-12,511.73","12,512.73",0
3124,0,11/30/2013,1,UN,ULTRASONIC GAUGE -  Model  TI-45N (MEC),12/1/2013,"70,785.52","-70,784.52",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-41,130.46","41,131.46",0
3125,0,11/30/2013,1,UN,ULTRASONIC GAUGE -  Model  TI-45N (MEC),12/1/2013,"70,785.52","-70,784.52",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,449.00","5,450.00",0
3268,0,9/30/2014,1,UN,"TEMPERATURE SENSOR, MODEL PT100 (ELE)",10/1/2014,"17,000.00","-16,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-20,564.73","20,565.73",0
3290,0,10/31/2014,1,UN,"GAUGE, ULTRASONIC DIG THICKNESS FOR BC (MEC)",9/1/2014,"307,700.00","-307,699.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-10,899.00","10,900.00",0
3318,0,12/31/2014,1,UN,"REFERENCE KIT, OPTICAL PHASE CMVA 65 (MEC)",12/1/2014,"78,571.00","-78,570.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-26,662.64","26,663.64",0
3349,0,3/31/2015,1,SET,"HYDRAULIC LOCK NUT CYLINDER, BRAND-ENERPAC (MEC)",3/1/2015,"42,850.00","-42,849.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-31,817.18","31,818.18",0
3350,0,3/31/2015,1,SET,"HYDRAULIC LOCK NUT CYLINDER, BRAND-ENERPAC (MEC)",3/1/2015,"42,850.00","-42,849.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,0,0,0,0,0,"-870,845.11","870,845.11",0
3351,0,3/31/2015,1,SET,"HYDRAULIC LOCK NUT CYLINDER, BRAND-ENERPAC (MEC)",3/1/2015,"42,850.00","-42,849.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-8,121.73","8,122.73",0
3352,0,3/31/2015,1,SET,CUTTING OUTFIT ASSY FOR OXY/ACE (MEC),3/1/2015,"12,800.00","-12,799.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-43,377.18","43,378.18",0
3353,0,3/31/2015,1,SET,CUTTING OUTFIT ASSY FOR OXY/ACE (MEC),3/1/2015,"12,800.00","-12,799.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-48,224.45","48,225.45",0
3354,0,3/31/2015,1,SET,CUTTING OUTFIT ASSY FOR OXY/ACE (MEC),3/1/2015,"12,800.00","-12,799.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-38,635.36","38,636.36",0
3355,0,3/31/2015,1,SET,CUTTING OUTFIT ASSY FOR OXY/ACE (MEC),3/1/2015,"12,800.00","-12,799.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-7,853.55","7,854.55",0
3356,0,3/31/2015,1,SET,CUTTING OUTFIT ASSY FOR OXY/ACE (MEC),3/1/2015,"12,800.00","-12,799.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-18,908.09","18,909.09",0
3357,0,3/31/2015,1,SET,CUTTING OUTFIT ASSY FOR OXY/ACE (MEC),3/1/2015,"12,800.00","-12,799.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-24,999.00","25,000.00",0
3358,0,3/31/2015,1,SET,CUTTING OUTFIT ASSY FOR OXY/ACE (MEC),3/1/2015,"12,800.00","-12,799.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-28,627.13","28,628.13",0
3359,0,3/31/2015,1,SET,CUTTING OUTFIT ASSY FOR OXY/ACE (MEC),3/1/2015,"12,800.00","-12,799.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-75,891.86","75,892.86",0
3364,0,3/31/2015,1,SET,"HYDRAULIC LOCK NUT CYLINDER, BRAND-ENERPAC (MEC)",4/1/2015,"42,850.00","-42,849.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-18,570.43","18,571.43",0
3365,0,3/31/2015,1,SET,"HYDRAULIC LOCK NUT CYLINDER, BRAND-ENERPAC (MEC)",4/1/2015,"42,850.00","-42,849.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-450,865.89","450,866.89",0
3386,0,5/31/2015,1,UN,"SENSOR TEMPERATURE, PT100 EK3230007 (MECH)",5/1/2015,"17,000.00","-16,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-30,356.14","30,357.14",0
3387,0,5/31/2015,1,UN,"SENSOR TEMPERATURE, PT100 EK3230007 (MECH)",5/1/2015,"17,000.00","-16,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-15,499.00","15,500.00",0
3406,0,6/30/2015,1,UN,GRINDER ANGLE 125mm DIA-BRAND MAKITA (MECH),6/1/2015,"9,199.00","-9,198.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-47,799.00","47,800.00",0
3407,0,6/30/2015,1,UN,GRINDER ANGLE 125mm DIA-BRAND MAKITA (MECH),6/1/2015,"9,199.00","-9,198.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-87,524.04","87,525.04",0
3408,0,6/30/2015,1,UN,GRINDER ANGLE 125mm DIA-BRAND MAKITA (MECH),6/1/2015,"9,199.00","-9,198.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-14,204.36","14,205.36",0
3457,0,8/31/2015,1,UN,THERMOMETER-DUAL FUNCTION INFRARED (MECH),9/1/2015,"5,516.68","-5,515.68",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-1,150,891.86","1,150,892.86",0
3458,0,8/31/2015,1,UN,THERMOMETER-DUAL FUNCTION INFRARED (MECH),9/1/2015,"5,516.68","-5,515.68",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-325,891.86","325,892.86",0
3459,0,8/31/2015,1,UN,THERMOMETER-DUAL FUNCTION INFRARED (MECH),9/1/2015,"5,516.68","-5,515.68",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-258,927.57","258,928.57",0
3460,0,8/31/2015,1,UN,THERMOMETER-DUAL FUNCTION INFRARED (MECH),9/1/2015,"5,516.68","-5,515.68",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-23,529.00","23,530.00",0
3461,0,8/31/2015,1,UN,THERMOMETER-DUAL FUNCTION INFRARED (MECH),9/1/2015,"5,516.68","-5,515.68",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-9,959.00","9,960.00",0
3462,0,8/31/2015,1,UN,"CALIPER, VERNIER 300MM, MODEL CN 530-115 (MECH)",9/1/2015,"8,430.00","-8,429.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-9,959.00","9,960.00",0
3463,0,8/31/2015,1,UN,"CALIPER, VERNIER 300MM, MODEL CN 530-115 (MECH)",9/1/2015,"8,430.00","-8,429.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-47,766.86","47,767.86",0
3464,0,8/31/2015,1,UN,"CALIPER, VERNIER 300MM, MODEL CN 530-115 (MECH)",9/1/2015,"8,430.00","-8,429.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-92,149.00","92,150.00",0
3465,0,8/31/2015,1,UN,"CALIPER, VERNIER 300MM, MODEL CN 530-115 (MECH)",9/1/2015,"8,430.00","-8,429.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-35,149.00","35,150.00",0
3484,0,10/31/2015,1,UN,CALIPER – ELECTRONIC VERNIER DIGITAL (MEC),10/1/2015,"28,320.00","-28,319.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,490.07","5,491.07",0
3563,0,1/1/2016,1,UN,"SKF MICROLOG VIBRATION ANALYZER, MODEL: CMXA-75 (M",9/1/2015,"2,060,000.00","-2,059,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,490.07","5,491.07",0
3567,0,1/1/2016,1,UN,"GREASE ANALYZER, MODEL: SDM-72 (MEC)",9/1/2015,"107,000.00","-106,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,490.07","5,491.07",0
3682,0,7/31/2017,1,UN,"JACK, HYDRAULIC CYLINDER, Model No. CLRG-2006",8/1/2017,"350,000.00","-349,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,490.08","5,491.08",0
3743,0,2/28/2018,1,UN,"CHAIN BLOCK, 5 TON CAP. MOTORIZED LIFTING (MECH)",3/1/2018,"481,157.00","-481,156.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-47,766.86","47,767.86",0
3811,0,12/31/2018,1,SET,"MONITORING PEN, VIBRATION & TEMP; SKF CMAS100-SL",8/1/2018,"120,000.00","-119,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,657.00","5,658.00",0
3812,0,12/31/2018,1,SET,"MONITORING PEN, VIBRATION & TEMP; SKF CMAS100-SL",8/1/2018,"120,000.00","-119,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,836.00","5,837.00",0
3813,0,12/31/2018,1,SET,"MONITORING PEN, VIBRATION & TEMP; SKF CMAS100-SL",8/1/2018,"120,000.00","-119,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-6,734.00","6,735.00",0
3814,0,12/31/2018,1,SET,"MONITORING PEN, VIBRATION & TEMP; SKF CMAS100-SL",8/1/2018,"120,000.00","-119,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-7,871.00","7,872.00",0
3815,0,12/31/2018,1,SET,"MONITORING PEN, VIBRATION & TEMP; SKF CMAS100-SL",8/1/2018,"120,000.00","-119,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-9,509.00","9,510.00",0
3816,0,12/31/2018,1,SET,"MONITORING PEN, VIBRATION & TEMP; SKF CMAS100-SL",8/1/2018,"120,000.00","-119,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-414,061.50","468,750.00",0
3817,0,12/31/2018,1,SET,"MONITORING PEN, VIBRATION & TEMP; SKF CMAS100-SL",8/1/2018,"120,000.00","-119,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-345,237.10","357,142.86",0
3818,0,12/31/2018,1,PC,"CHAIN BLOCK, 10TON CAPX3M LIFT; MODEL:CB-100; KITO",9/1/2018,"134,000.00","-133,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-14,579.00","14,580.00",0
3819,0,12/31/2018,1,PC,"CHAIN BLOCK, 10TON CAPX3M LIFT; MODEL:CB-100; KITO",9/1/2018,"134,000.00","-133,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-51,499.00","51,500.00",0
3820,0,12/31/2018,1,PC,"CHAIN BLOCK, 10TON CAPX3M LIFT; MODEL:CB-100; KITO",9/1/2018,"134,000.00","-133,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-16,015.48","16,016.48",0
3821,0,12/31/2018,1,PC,"CHAIN BLOCK, 10TON CAPX3M LIFT; MODEL:CB-100; KITO",9/1/2018,"134,000.00","-133,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-14,007.24","14,008.24",0
3822,0,12/31/2018,1,PC,"CHAIN BLOCK, 10TON CAPX3M LIFT; MODEL:CB-100; KITO",9/1/2018,"134,000.00","-133,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-8,099.00","8,100.00",0
3823,0,12/31/2018,1,PC,"CHAIN BLOCK, 10TON CAPX3M LIFT; MODEL:CB-100; KITO",9/1/2018,"134,000.00","-133,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-8,099.00","8,100.00",0
3824,0,12/31/2018,1,PC,"CHAIN BLOCK, 15TON CAPX3.5M LIFT; CB-150; KITO",9/1/2018,"226,000.00","-225,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-14,003.12","14,004.12",0
3825,0,12/31/2018,1,PC,"CHAIN BLOCK, 15TON CAPX3.5M LIFT; CB-150; KITO",9/1/2018,"226,000.00","-225,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-14,003.11","14,004.11",0
3826,0,12/31/2018,1,PC,"CHAIN BLOCK, 15TON CAPX3.5M LIFT; CB-150; KITO",9/1/2018,"226,000.00","-225,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-9,198.00","9,199.00",0
3827,0,12/31/2018,1,PC,"CHAIN BLOCK, 15TON CAPX3.5M LIFT; CB-150; KITO",9/1/2018,"226,000.00","-225,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-9,699.00","9,700.00",0
3985,0,10/31/2020,1,UN,HYDRAULIC JACK 50-TONS CAP (ENERPAC); STROKE:250MM,11/1/2020,"102,850.00","-85,709.00","17,141.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-8,099.00","8,100.00",0
3986,0,10/31/2020,1,UN,HYDRAULIC JACK 50-TONS CAP (ENERPAC); STROKE:250MM,11/1/2020,"102,850.00","-85,709.00","17,141.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-18,049.00","18,050.00",0
3988,0,11/30/2020,1,UN,MAGNETIC DRILL PRESS; MODEL: DWE1622K,11/1/2020,"99,945.00","-83,288.00","16,657.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-18,049.00","18,050.00",0
4059,0,7/31/2021,1,SET,DIGITAL ULTRASONIC THICKNESS GAUGE; OLYMPUS;,8/1/2021,"198,360.00","-135,546.00","62,814.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-22,249.00","22,250.00",0
4070,0,8/31/2021,1,SET,ULTRASONIC THICKNESS GAUGE;JFE ADVANTECH TI45-NA,8/1/2021,"82,440.04","-56,334.04","26,106.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-150,349.00","150,350.00",0
4293,0,12/31/2023,1,PC,"ULTRASONIC THICKNESS GAUGE FOR STEEL,TI45-NA (MEC)",12/1/2023,"82,279.90","-29,712.90","52,567.00",003/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-169,749.00","169,750.00",0
4294,0,12/31/2023,1,PC,"ULTRASONIC THICKNESS GAUGE FOR STEEL,TI45-NA (MEC)",12/1/2023,"82,279.90","-29,712.90","52,567.00",003/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-70,784.52","70,785.52",0
4392,0,11/30/2024,1,PC,"PLASMA CUTTER, 440V 3PHASE YAMATEC HP160",10/1/2024,"149,470.00","-7,474.00","141,996.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-70,784.52","70,785.52",0
4395,0,12/31/2024,1,SET,"IMPACT WRENCH, CORDLESS 40V MAKITA DC40RA",12/1/2024,"74,300.00","-1,239.00","73,061.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-39,329.51","39,330.51",0
4396,0,12/31/2024,1,SET,"IMPACT WRENCH, CORDLESS 40V MAKITA DC40RA",12/1/2024,"74,300.00","-1,239.00","73,061.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-13,499.00","13,500.00",0
4399,0,12/31/2024,1,UN,"VIBRATION METER, RS PRO 3102, FREQUENCY: 1HZ-20KHZ",10/1/2024,"82,819.99","-4,140.99","78,679.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-16,749.00","16,750.00",0
4400,0,12/31/2024,1,UN,"VIBRATION METER, RS PRO 3102, FREQUENCY: 1HZ-20KHZ",10/1/2024,"82,819.99","-4,140.99","78,679.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-29,319.31","29,320.31",0
4401,0,12/31/2024,1,UN,"VIBRATION METER, RS PRO 3102, FREQUENCY: 1HZ-20KHZ",12/1/2024,"82,819.99","-1,380.99","81,439.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-6,284.00","6,285.00",0
4402,0,12/31/2024,1,UN,"VIBRATION METER, RS PRO 3102, FREQUENCY: 1HZ-20KHZ",12/1/2024,"82,819.99","-1,380.99","81,439.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-8,189.00","8,190.00",0
4403,0,12/31/2024,1,UN,"VIBRATION METER, RS PRO 3102, FREQUENCY: 1HZ-20KHZ",12/1/2024,"82,819.99","-1,380.99","81,439.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-7,499.00","7,500.00",0
4404,0,12/31/2024,1,UN,"VIBRATION METER, RS PRO 3102, FREQUENCY: 1HZ-20KHZ",12/1/2024,"82,819.99","-1,380.99","81,439.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-8,418.75","8,419.75",0
4405,0,12/31/2024,1,UN,"VIBRATION METER, RS PRO 3102, FREQUENCY: 1HZ-20KHZ",12/1/2024,"82,819.99","-1,380.99","81,439.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,"160,890.00",0,"-28,818.00",0,"-28,818.00","-271,369.82","432,259.82",0
4406,0,12/31/2024,1,UN,"VIBRATION METER, RS PRO 3102, FREQUENCY: 1HZ-20KHZ",12/1/2024,"82,819.99","-1,380.99","81,439.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,"160,890.00",0,"-28,818.00",0,"-28,818.00","-271,369.82","432,259.82",0
4407,0,12/31/2024,1,UN,"VIBRATION METER, RS PRO 3102, FREQUENCY: 1HZ-20KHZ",12/1/2024,"82,819.99","-1,380.99","81,439.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,"160,890.00",0,"-28,818.00",0,"-28,818.00","-271,369.82","432,259.82",0
4408,0,12/31/2024,1,UN,"VIBRATION METER, RS PRO 3102, FREQUENCY: 1HZ-20KHZ",12/1/2024,"82,819.99","-1,380.99","81,439.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,"160,890.00",0,"-28,818.00",0,"-28,818.00","-271,369.82","432,259.82",0
4409,0,12/31/2024,1,UN,"VIBRATION METER, RS PRO 3102, FREQUENCY: 1HZ-20KHZ",12/1/2024,"82,819.99","-1,380.99","81,439.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,"160,995.00",0,"-28,835.00",0,"-28,835.00","-271,529.51","432,524.51",0
4410,0,12/31/2024,1,SET,"ULTRASONIC THICKNESS GAUGE (RUBBER), OLYMPUS 45MG",12/1/2024,"420,180.00","-7,003.00","413,177.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,"160,995.00",0,"-28,835.00",0,"-28,835.00","-271,529.51","432,524.51",0
4411,0,12/31/2024,1,SET,"ULTRASONIC THICKNESS GAUGE (RUBBER), OLYMPUS 45MG",12/1/2024,"420,180.00","-7,003.00","413,177.00",005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-13,499.00","13,500.00",0
2608,0,4/25/1985,1,PC,Caterpillar Hydraulic Hose Press,4/25/1985,"85,011.39","-85,010.39",1,005/000,30700040,GEN-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-16,999.00","17,000.00",0
2607,0,5/5/1986,1,PC,Hydraulic Handpump (ZD2825),5/5/1986,"5,083.22","-5,082.22",1,005/000,30700040,GEN-Tools and equipment,23500,"MTH, COMMON",MTH,MTH,164500,Tools and Equipment,1,0,0,0,0,"-12,999.00","13,000.00",0
